File,isSpam,isCorrect,Spam Probability,Not Spam Probability
9-157msg1.txt,0,1,-4545.832490932243,-3832.2201558360603
9-597msg1.txt,0,1,-6328.632751784774,-5315.882390418389
9-597msg2.txt,0,1,-5776.85675767137,-4950.318175805174
9-59msg1.txt,0,1,-7848.394810490301,-7229.885706107148
9-5msg1.txt,0,1,-8809.47002734468,-7684.325864485721
9-5msg2.txt,0,1,-1728.6818488609276,-1444.3018958398372
9-606msg1.txt,0,1,-5334.975317561642,-4809.080571161102
9-607msg1.txt,0,1,-2075.078582254804,-1764.177437433511
9-607msg2.txt,0,1,-14327.134990024795,-12810.64390728404
9-608msg1.txt,0,1,-2932.3633895416515,-2491.6327243362616
9-608msg2.txt,0,1,-11152.879823099442,-9848.452402949502
9-612msg1.txt,0,1,-462.5994177138499,-392.779937425921
9-612msg2.txt,0,1,-4854.497221234388,-4547.887684845718
9-613msg1.txt,0,1,-5645.431439884601,-5036.580942811068
9-616msg1.txt,0,1,-1332.869450642916,-1095.9190194353084
9-617msg1.txt,0,1,-1050.184702679368,-930.0690437568625
9-619msg1.txt,0,1,-9856.15877313913,-8921.649170779308
9-61msg1.txt,0,1,-1211.8334827216938,-1078.8354771443271
9-621msg1.txt,0,1,-7111.189669571836,-6093.241234127036
9-621msg2.txt,0,1,-5180.566005473918,-4286.628623628733
9-625msg1.txt,0,1,-1762.0998687300341,-1535.3405228726128
9-627msg1.txt,0,1,-8060.743945013727,-6836.739358546347
9-627msg2.txt,0,1,-14414.366586562617,-12743.790017200248
9-628msg1.txt,0,1,-1425.0823185495667,-1234.3617382451616
9-628msg2.txt,0,1,-3148.167617677374,-2669.538256441342
9-629msg1.txt,0,1,-4124.414209541138,-3641.483852171709
9-62msg1.txt,0,1,-2087.8058741562477,-1837.6026150316761
9-630msg1.txt,0,1,-10814.32933976651,-9994.519157712768
9-630msg2.txt,0,1,-2770.182786266409,-2307.339747211219
9-633msg1.txt,0,1,-879.6276781548457,-751.2372153932432
9-634msg1.txt,0,1,-4883.081101241208,-4050.0644455992406
9-634msg2.txt,0,1,-5005.764205620675,-4186.518514561151
9-637msg1.txt,0,1,-4354.62101145914,-3912.864349822789
9-637msg2.txt,0,1,-988.8403783527611,-834.4952958863313
9-638msg1.txt,0,1,-1409.780455928258,-1135.8643740004154
9-638msg2.txt,0,1,-6332.534549859159,-5540.283505492121
9-63msg1.txt,0,1,-910.5215021210848,-819.0702547084506
9-640msg1.txt,0,1,-2264.7447497171784,-1839.073976112825
9-643msg1.txt,0,1,-1161.520340173682,-1027.640940887122
9-643msg2.txt,0,1,-8479.258044390097,-7468.131269976266
9-645msg1.txt,0,1,-9501.74847553513,-8145.725990573418
9-646msg1.txt,0,1,-5484.276035503163,-4713.737330862443
9-64msg1.txt,0,1,-4891.202069543034,-4114.738302913982
9-64msg2.txt,0,1,-4232.444767311367,-3520.3313751107444
9-650msg1.txt,0,1,-6470.54018111206,-5611.474197618334
9-650msg2.txt,0,1,-3475.114604380564,-3119.4330958123464
9-652msg1.txt,0,1,-6106.901265841608,-5187.6117286173585
9-652msg2.txt,0,1,-7350.57539949597,-6292.3079938095025
9-653msg1.txt,0,1,-4566.529152339751,-4183.820894480091
9-654msg1.txt,0,1,-2042.9770303595074,-1686.0051110670033
9-655msg1.txt,0,1,-9471.048306674202,-8508.29949233081
9-656msg1.txt,0,1,-10497.642289595366,-8850.646465684154
9-656msg2.txt,0,1,-4334.857678477896,-3814.285751739792
9-660msg1.txt,0,1,-3421.9061461158185,-3012.0580552617403
9-660msg2.txt,0,1,-1128.526364563472,-967.7616802069077
9-663msg1.txt,0,1,-8864.485237117378,-7866.953443012104
9-664msg1.txt,0,1,-1122.368481761452,-925.7407769418858
9-664msg2.txt,0,1,-1851.6819943940789,-1541.4126293416514
9-66msg1.txt,0,1,-2975.4547420469025,-2677.9479675811244
9-670msg1.txt,0,1,-1480.78783027826,-1396.6509598125651
9-671msg1.txt,0,1,-1728.2471216874164,-1480.8172848694735
9-672msg1.txt,0,1,-1553.5656653841029,-1288.0309190153853
9-673msg1.txt,0,1,-2604.610372017896,-2288.224354734397
9-678msg1.txt,0,1,-1037.487011787331,-902.4221902667791
9-678msg2.txt,0,1,-4909.910970774879,-4165.541135512527
9-684msg1.txt,0,1,-1598.1534234344467,-1335.9344988365447
9-692msg1.txt,0,1,-957.3738829056945,-800.0460854629179
9-693msg1.txt,0,1,-2058.1662244247345,-1780.3817691213953
9-694msg1.txt,0,1,-1206.1216703605253,-996.5371804134526
9-695msg1.txt,0,1,-915.1470918648598,-829.2548721799952
9-697msg1.txt,0,1,-2084.477221190902,-1722.3254250490127
9-697msg2.txt,0,1,-1752.3301079458745,-1512.2389663835288
9-699msg1.txt,0,1,-2805.5594699266735,-2327.378316178137
9-6msg1.txt,0,1,-5037.166447701768,-4248.821770648806
9-6msg2.txt,0,1,-4468.165186839251,-3652.0787980162113
9-705msg1.txt,0,1,-5795.718355495909,-5070.683309566806
9-707msg1.txt,0,1,-2894.747280793886,-2456.093958933019
9-708msg1.txt,0,1,-9219.92307991996,-8588.363051509581
9-709msg1.txt,0,1,-1439.965307433346,-1184.1954169818662
9-712msg1.txt,0,1,-3802.1415601064036,-3467.9262749405557
9-715msg1.txt,0,1,-4053.783846540931,-3545.8759037450354
9-717msg1.txt,0,1,-2903.140054479359,-2367.8667157857853
9-717msg2.txt,0,1,-7566.808853567869,-6693.78206368903
9-718msg1.txt,0,1,-7848.436347898989,-6915.60022609769
9-718msg2.txt,0,1,-5323.925050689508,-4475.690119807333
9-719msg1.txt,0,1,-1023.5897417001995,-882.6188993020866
9-71msg1.txt,0,1,-1045.1177052135317,-866.480530220091
9-722msg1.txt,0,1,-2761.8236600520213,-2531.266230246404
9-723msg1.txt,0,1,-1041.2759216319005,-898.7394403122975
9-72msg1.txt,0,1,-1652.8483029585213,-1362.6479697433133
9-72msg2.txt,0,1,-2032.4715448369366,-1633.5152819445334
9-731msg1.txt,0,1,-1467.8850128393628,-1239.1620972700564
9-734msg1.txt,0,1,-23190.122086325086,-20411.338494611762
9-736msg1.txt,0,1,-1857.9726216851504,-1493.5522496357153
9-736msg2.txt,0,1,-2654.248213286067,-2500.5863796326817
9-738msg1.txt,0,1,-1999.6609350219783,-1717.4915123591065
9-742msg1.txt,0,1,-876.0892164094513,-808.4514150687652
9-742msg2.txt,0,1,-2762.641631109647,-2311.035236035855
9-744msg1.txt,0,1,-1731.0400461343147,-1497.6124594057362
9-745msg1.txt,0,1,-2183.6580182738203,-1884.6932775817481
9-746msg1.txt,0,1,-1704.1972894455757,-1467.9404123274958
9-747msg1.txt,0,1,-1226.2453236816007,-1052.7063995110982
9-748msg1.txt,0,1,-949.2042833879457,-808.2935629770199
9-749msg1.txt,0,1,-2931.8010009080667,-2497.987033999841
9-74msg1.txt,0,1,-4121.276267606025,-3637.753204817337
9-74msg2.txt,0,1,-305.92594640403775,-253.09028049760215
9-750msg1.txt,0,1,-2017.9530322018995,-1728.8709288025868
9-751msg1.txt,0,1,-1255.266507731157,-997.5874721214666
9-751msg2.txt,0,1,-1749.70760041853,-1537.7455001412422
9-761msg1.txt,0,1,-6238.60821747763,-5477.133023003682
9-770msg1.txt,0,1,-3310.5145445864955,-3127.1115493080965
9-771msg1.txt,0,1,-2734.368986023361,-2354.5556235649306
9-771msg2.txt,0,1,-5337.27282753427,-4613.056028789574
9-778msg1.txt,0,1,-12953.62141505005,-10985.740267097259
9-779msg1.txt,0,1,-7055.115043836793,-5981.487200816484
9-780msg1.txt,0,1,-9728.246119783715,-8412.850010583643
9-781msg1.txt,0,1,-11239.902837439968,-10145.007602476802
9-785msg2.txt,0,1,-9317.527876271502,-8018.20799819389
9-787msg1.txt,0,1,-2132.7718236843725,-2030.7613827360117
9-78msg1.txt,0,1,-4236.601906906462,-3633.2815400779145
9-78msg2.txt,0,1,-2307.841625540322,-1978.3147525553588
9-792msg1.txt,0,1,-3816.547566365111,-3132.7178564524656
9-792msg2.txt,0,1,-2603.071560788485,-2136.459543216069
9-793msg1.txt,0,1,-635.4632214083415,-563.8124807386498
9-79msg1.txt,0,1,-1214.9147319134293,-1048.6434386979295
9-802msg1.txt,0,1,-4573.909186162538,-4157.576120789831
9-816msg1.txt,0,1,-1668.9092577987115,-1328.819129156769
9-817msg1.txt,0,1,-1975.7519555642734,-1607.8058151891494
9-818msg1.txt,0,1,-7132.266775577994,-6066.730976709959
9-824msg1.txt,0,1,-3797.254071867864,-3189.696924483314
9-826msg1.txt,0,1,-1195.4869700915067,-1078.3447593370925
9-827msg1.txt,0,1,-2268.5378522918827,-2060.179114146999
9-828msg1.txt,0,1,-2847.8545201136185,-2588.917233639305
