File,isSpam,isCorrect,Spam Probability,Not Spam Probability
6-798msg3.txt,0,1,-973.4739487068746,-847.3176526943412
6-799msg1.txt,0,1,-9628.150462315165,-8765.94894828853
6-7msg1.txt,0,1,-1665.558774908817,-1531.2448298047725
6-7msg2.txt,0,1,-312.5989881349088,-289.664908580775
6-7msg3.txt,0,1,-1216.679115541541,-1103.8979234944318
6-801msg1.txt,0,1,-326.7236163670463,-292.94634735839566
6-801msg2.txt,0,1,-479.86129335488,-441.29863544811667
6-801msg3.txt,0,1,-564.3664739910505,-515.9429288784407
6-802msg0.txt,0,1,-260.42034664480525,-228.0003236115382
6-802msg1.txt,1,0,-611.8088949664426,-612.1407633935023
6-802msg2.txt,0,1,-544.6839247077794,-482.1015589771349
6-806msg1.txt,0,1,-196.80209209667004,-191.0474070275925
6-806msg2.txt,0,1,-6462.739622984624,-5806.597551646805
6-806msg3.txt,0,1,-1213.589679491642,-1099.425088168211
6-809msg1.txt,0,1,-669.6667456451411,-597.3555929101518
6-809msg2.txt,0,1,-718.2602041051628,-605.6211520525188
6-809msg3.txt,1,0,-2120.7742882903044,-2254.097788073038
6-80msg1.txt,0,1,-1175.821308957501,-1029.6326193045695
6-80msg2.txt,0,1,-586.9105339571004,-546.4026668069633
6-80msg3.txt,0,1,-700.5496035244703,-606.7331235735855
6-80msg4.txt,0,1,-857.7624150007017,-839.9704818826293
6-80msg5.txt,0,1,-578.2185844931089,-480.67712095123306
6-813msg1.txt,0,1,-597.5502994189096,-546.9427268583609
6-813msg2.txt,0,1,-567.3967233388154,-494.3867578297079
6-813msg3.txt,0,1,-237.08940016553407,-209.38245603395364
6-816msg1.txt,0,1,-3440.0053832098465,-3354.118371476779
6-818msg1.txt,0,1,-4298.628195089791,-4124.399616992398
6-819msg1.txt,0,1,-4101.674095405111,-3516.3486806067713
6-820msg1.txt,0,1,-2821.0686363904474,-2525.142141565796
6-823msg1.txt,0,1,-2457.3708703736447,-2331.713233458412
6-823msg2.txt,0,1,-1043.8094655365705,-941.219119165035
6-825msg1.txt,0,1,-1406.3611225590907,-1316.2873588147634
6-825msg2.txt,0,1,-742.5495832121898,-667.0841856496983
6-825msg3.txt,0,1,-2364.7225793052417,-2183.8674749964352
6-828msg1.txt,0,1,-165.49068341731916,-154.1591976547419
6-828msg2.txt,0,1,-652.3578398218482,-565.0357899986031
6-828msg3.txt,0,1,-658.7755807620008,-584.8056488999373
6-829msg1.txt,0,1,-281.27153356926954,-265.8866892254069
6-829msg2.txt,0,1,-637.1344548596795,-552.6604667394589
6-829msg3.txt,0,1,-1139.6819902444406,-962.2548155321361
6-82msg1.txt,0,1,-763.9483279217354,-736.4218377309619
6-830msg1.txt,0,1,-339.9367976287733,-310.6107253182403
6-831msg1.txt,0,1,-2026.025267774598,-1782.7884469078926
6-832msg1.txt,0,1,-11097.817381129893,-10404.316450824106
6-833msg1.txt,0,1,-3934.383637421488,-3468.037792733082
6-837msg1.txt,1,0,-2543.1042053763504,-2547.804713504114
6-838msg1.txt,0,1,-627.5628091241496,-580.4457408991839
6-839msg1.txt,0,1,-699.3005557688241,-622.9246032137438
6-839msg2.txt,0,1,-624.9972837145756,-569.2930750360931
6-839msg3.txt,0,1,-2756.38000712443,-2540.9756073572935
6-841msg1.txt,0,1,-2098.3311325481163,-1879.8812665911792
6-844msg3.txt,0,1,-1393.1148945042833,-1212.6221990596193
6-845msg1.txt,0,1,-21293.48080141428,-18127.615054249098
6-852msg1.txt,0,1,-7210.235430241843,-6351.378864761728
6-854msg1.txt,0,1,-960.7635445876145,-823.4510015345876
6-855msg1.txt,0,1,-4274.7138111682425,-3960.094094126962
6-856msg1.txt,0,1,-2084.232320998561,-1879.3741834955442
6-856msg2.txt,0,1,-2722.573034225309,-2577.691029247435
6-856msg3.txt,0,1,-781.1496584645722,-729.6944999870926
6-875msg1.txt,0,1,-431.26320016175345,-376.0883836261953
6-875msg2.txt,0,1,-557.4566709490243,-498.63989469429924
6-875msg3.txt,0,1,-410.91923122803405,-386.89317968708804
6-877msg1.txt,0,1,-4783.618909523031,-4205.626283049988
6-878msg1.txt,0,1,-5459.064827721997,-4880.20576981382
6-879msg1.txt,0,1,-2316.0661644708653,-1972.2033540144675
6-889msg1.txt,0,1,-5884.044773254486,-5440.88516661084
6-890msg1.txt,0,1,-447.41743829763004,-389.4204956467288
6-890msg2.txt,0,1,-318.73516849746494,-288.3159165953242
6-890msg3.txt,0,1,-1663.1817647307716,-1601.2498598583525
6-891msg1.txt,0,1,-3145.0659812911717,-2920.0281746437026
6-896msg1.txt,0,1,-533.2433430468283,-457.368234344142
