File,isSpam,isCorrect,Spam Probability,Not Spam Probability
9-1262msg1.txt,0,1,-16673.31920956849,-14916.772871590174
9-1263msg1.txt,0,1,-16806.707931163673,-14730.159139579268
9-1264msg1.txt,0,1,-780.5149062949723,-675.396117206123
9-1266msg1.txt,0,1,-1479.5827622531317,-1212.93151908314
9-1266msg2.txt,0,1,-4653.68750684787,-4024.476931729642
9-1267msg1.txt,0,1,-481.1943666342363,-417.4453153690749
9-1267msg2.txt,0,1,-3432.989716564233,-3096.004241125901
9-126msg1.txt,0,1,-3699.4526493972294,-3153.0654266365445
9-126msg2.txt,0,1,-4203.008673968195,-3697.811581431084
9-1273msg1.txt,0,1,-1869.9892757280406,-1603.4154268335321
9-1274msg1.txt,0,1,-887.2689019516642,-727.0794401800595
9-1275msg1.txt,0,1,-4298.512074402972,-3776.5465502015686
9-1276msg1.txt,0,1,-804.6453649697364,-683.885012699548
9-1288msg1.txt,0,1,-3162.80369658783,-2645.469502831832
9-1289msg1.txt,0,1,-2849.4211401748207,-2361.9547203481766
9-128msg1.txt,0,1,-2489.1565576903186,-2138.320648707212
9-1290msg1.txt,0,1,-1880.1598577903646,-1547.2436913108418
9-1292msg1.txt,0,1,-2835.781913582651,-2353.610598274947
9-1293msg1.txt,0,1,-1055.035387472682,-908.3902873109597
9-1294msg1.txt,0,1,-1547.5686571512763,-1246.6682002855414
9-1295msg1.txt,0,1,-2000.290174094435,-1670.8595966379448
9-1296msg1.txt,0,1,-1258.7731496194756,-1034.1208691998759
9-1297msg1.txt,0,1,-986.0269868304355,-805.4040748268559
9-1300msg1.txt,0,1,-13574.164183896413,-12383.099553719483
9-1301msg1.txt,0,1,-6216.099628084597,-5311.566610404225
9-1301msg2.txt,0,1,-4373.7229591404075,-3682.082748252446
9-1304msg1.txt,0,1,-1963.3672509684488,-1727.8005232077776
9-1307msg1.txt,0,1,-10761.544842031937,-9228.30921648202
9-1311msg1.txt,0,1,-1518.819663033234,-1271.2788898384956
9-1311msg2.txt,0,1,-3406.1631537742223,-3017.91188456307
9-1314msg1.txt,0,1,-2857.442642375321,-2657.1747092757423
9-1315msg1.txt,0,1,-1884.9973188473004,-1694.4427934490059
9-1316msg1.txt,0,1,-2667.783300048751,-2375.4729758928243
9-1317msg1.txt,0,1,-1807.7826136593571,-1571.416447593987
9-1323msg1.txt,0,1,-1743.6148251010227,-1553.2499373887622
9-1324msg1.txt,0,1,-1469.9324385971363,-1272.5583298206677
9-1326msg1.txt,0,1,-1578.30111549523,-1372.0643527154095
9-1329msg1.txt,0,1,-1799.2961201450742,-1498.1345833840833
9-1329msg2.txt,0,1,-4133.405127689048,-3427.3125690041334
9-1333msg1.txt,0,1,-1720.345590137107,-1438.9117610111025
9-1336msg1.txt,0,1,-5239.684751757294,-4485.520243937634
9-1336msg2.txt,0,1,-2893.2313738725616,-2505.1795362930184
9-1337msg1.txt,0,1,-2043.9441161407242,-1750.5087501677806
9-133msg1.txt,0,1,-4925.743795351768,-4129.912110435695
9-133msg2.txt,0,1,-1082.4826588735737,-903.5421082709495
9-1341msg1.txt,0,1,-1821.402367970213,-1560.3468263262612
9-1342msg1.txt,0,1,-1879.01719903723,-1560.8905070508183
9-1343msg1.txt,0,1,-1868.6653337519294,-1599.781164885139
9-1344msg1.txt,0,1,-2359.968185775003,-2078.1064619161198
9-1349msg1.txt,0,1,-715.4352552345532,-599.2984509915685
9-1350msg1.txt,0,1,-646.6591019878642,-548.5254455825176
9-1354msg1.txt,0,1,-11410.396569250992,-10032.450048071523
9-1354msg2.txt,0,1,-3845.7203748442653,-3266.9043234656847
9-1354msg3.txt,0,1,-3542.5598342999288,-3030.6559033924723
9-1362msg1.txt,0,1,-1225.9993930888052,-1146.8031980701362
